Incident Type,Creation Date,Response Time,Year,Week,Day
Structural-Scaffold,2011-10-05 00:00:00,182.0,2011,2011-40,278
Structural-Construction Accident,2011-10-08 00:00:00,49.0,2011,2011-40,281
Structural-Falling Debris,2011-10-19 00:00:00,119.0,2011,2011-42,292
Structural-Street Collapse,2011-10-22 00:00:00,302.0,2011,2011-42,295
Structural-Sinkhole,2011-10-23 12:46:39,866.5,2011,2011-43,296
Structural-Collapse,2011-10-29 00:00:00,4000.0,2011,2011-43,302
Structural-Scaffold,2011-10-29 00:00:00,125.0,2011,2011-43,302
Structural-Scaffold,2011-11-02 00:00:00,90.0,2011,2011-44,306
Structural-Collapse,2011-11-02 00:00:00,2951.0,2011,2011-44,306
Structural-Collapse,2011-11-06 00:00:00,125.0,2011,2011-45,310
Structural-Collapse,2011-11-08 14:32:57,639.5,2011,2011-45,312
Structural-Bricks,2011-11-11 00:00:00,118.0,2011,2011-45,315
Structural-Crane Worker Injury,2011-11-19 00:00:00,66.0,2011,2011-46,323
Structural-Life Safety Violations,2011-11-22 00:00:00,56.0,2011,2011-47,326
Structural-Life Safety Violations,2011-11-25 00:00:00,130.0,2011,2011-47,329
Structural-Construction Accident,2011-11-29 00:00:00,47.0,2011,2011-48,333
Structural-Stability Problem,2011-12-03 00:00:00,124.0,2011,2011-48,337
Structural-Street Collapse,2011-12-07 00:00:00,78.0,2011,2011-49,341
Structural-Partial Collapse,2011-12-07 00:00:00,61.0,2011,2011-49,341
Structural-Collapse,2011-12-08 00:00:00,138.0,2011,2011-49,342
Structural-Scaffold,2011-12-16 00:00:00,1000.0,2011,2011-50,350
Structural-Construction Accident,2011-12-18 00:00:00,147.0,2011,2011-51,352
Structural-Collapse,2011-12-19 00:00:00,73.0,2011,2011-51,353
Structural-Construction Accident,2011-12-22 00:00:00,82.0,2011,2011-51,356
Structural-Partial Collapse,2011-12-23 00:00:00,4000.0,2011,2011-51,357
Structural-Stability Problem,2011-12-24 00:00:00,51.0,2011,2011-51,358
Structural-Scaffold,2011-12-30 00:00:00,646.0,2011,2011-52,364
Structural-Scaffold,2012-01-02 00:00:00,37.0,2012,2012-01,2
Structural-Falling Debris,2012-01-11 00:00:00,140.0,2012,2012-02,11
Structural-Falling Debris,2012-01-13 00:00:00,4000.0,2012,2012-02,13
Structural-Falling Debris,2012-01-13 00:00:00,82.0,2012,2012-02,13
Structural-Scaffold,2012-01-21 00:00:00,102.0,2012,2012-03,21
Structural-Construction Accident,2012-01-25 00:00:00,281.0,2012,2012-04,25
Structural-Collapse,2012-01-25 00:00:00,35.0,2012,2012-04,25
Structural-Partial Collapse,2012-01-27 00:00:00,3246.0,2012,2012-04,27
Structural-Overpass,2012-01-30 00:00:00,356.0,2012,2012-05,30
Structural-Falling Debris,2012-01-31 00:00:00,139.0,2012,2012-05,31
Structural-Scaffold,2012-02-05 00:00:00,34.0,2012,2012-06,36
Structural-Sidewalk Shed,2012-02-09 00:00:00,581.0,2012,2012-06,40
Structural-Collapse,2012-02-10 00:00:00,118.0,2012,2012-06,41
Structural-Collapse,2012-02-18 00:00:00,86.0,2012,2012-07,49
Structural-Construction Fence,2012-02-26 00:00:00,67.0,2012,2012-09,57
Structural-Car Into House,2012-02-27 00:00:00,283.0,2012,2012-09,58
Structural-Confined Space,2012-03-02 00:00:00,44.0,2012,2012-09,62
Structural-Falling Debris,2012-03-02 00:00:00,203.0,2012,2012-09,62
Structural-Stability Problem,2012-03-05 00:00:00,184.0,2012,2012-10,65
Structural-Stability Problem,2012-03-09 00:00:00,4000.0,2012,2012-10,69
Structural-Bricks,2012-03-14 00:00:00,120.0,2012,2012-11,74
Structural-Car Into a Building,2012-03-16 00:00:00,62.0,2012,2012-11,76
Structural-Collapse,2012-03-17 00:00:00,2159.0,2012,2012-11,77
Structural-Car Into Building,2012-03-19 00:00:00,89.0,2012,2012-12,79
Structural-Falling Debris,2012-03-20 00:00:00,50.0,2012,2012-12,80
Structural-Partial Collapse,2012-03-22 00:00:00,542.0,2012,2012-12,82
Structural-Construction Accident,2012-03-24 00:00:00,116.0,2012,2012-12,84
Structural-Scaffold,2012-03-25 00:00:00,118.0,2012,2012-13,85
Structural-Construction Accident,2012-03-30 00:00:00,84.0,2012,2012-13,90
Structural-Collapse,2012-04-03 00:00:00,2460.0,2012,2012-14,94
Structural-DOB Schedule Vacate,2012-04-03 00:00:00,1463.0,2012,2012-14,94
Structural-Collapse,2012-04-03 00:00:00,107.0,2012,2012-14,94
Structural-Collapse,2012-04-03 00:00:00,3562.0,2012,2012-14,94
Structural-Life Safety Violations,2012-04-04 00:00:00,4000.0,2012,2012-14,95
Structural-Elevator Incident,2012-04-12 00:00:00,48.0,2012,2012-15,103
Structural-Collapse,2012-04-13 00:00:00,80.0,2012,2012-15,104
Structural-Scaffold,2012-04-17 03:19:29,176.0,2012,2012-16,108
Structural-Falling Debris,2012-04-18 00:00:00,163.0,2012,2012-16,109
Structural-Scaffold,2012-04-19 00:00:00,103.0,2012,2012-16,110
Structural-Scaffold,2012-04-26 00:00:00,89.0,2012,2012-17,117
Structural-Collapse,2012-05-04 00:00:00,4000.0,2012,2012-18,125
Structural-Scaffold,2012-05-05 00:00:00,352.0,2012,2012-18,126
Structural-Stability Problem,2012-05-05 00:00:00,4000.0,2012,2012-18,126
Structural-Cracks,2012-05-13 00:00:00,67.0,2012,2012-20,134
Structural-Construction Accident,2012-05-21 00:00:00,94.0,2012,2012-21,142
Structural-Construction Accident,2012-05-21 00:00:00,34.0,2012,2012-21,142
Structural-Scaffold,2012-05-24 00:00:00,127.0,2012,2012-21,145
Structural-Construction Accident,2012-05-24 00:00:00,529.0,2012,2012-21,145
Structural-Scaffold,2012-05-31 00:00:00,40.0,2012,2012-22,152
Structural-Car into Building,2012-05-31 00:00:00,144.0,2012,2012-22,152
Structural-Life Safety Violations,2012-06-02 12:11:31,307.0,2012,2012-22,154
Structural-Collapse,2012-06-07 00:00:00,592.0,2012,2012-23,159
Structural-Collapse,2012-06-07 00:00:00,848.0,2012,2012-23,159
Structural-Car into Building,2012-06-08 00:00:00,105.0,2012,2012-23,160
Structural-Construction Accident,2012-06-14 00:00:00,23.0,2012,2012-24,166
Structural-Partial Collapse,2012-06-19 00:00:00,291.0,2012,2012-25,171
Structural-Falling Debris,2012-06-22 00:00:00,56.0,2012,2012-25,174
Structural-Construction Accident,2012-06-26 00:00:00,106.0,2012,2012-26,178
Structural-Falling Debris,2012-06-27 00:00:00,567.0,2012,2012-26,179
Structural-Street Collapse,2012-06-28 00:00:00,47.0,2012,2012-26,180
Structural-Street Collapse,2012-06-28 14:17:59,634.0,2012,2012-26,180
Structural-Collapse,2012-06-29 00:00:00,156.0,2012,2012-26,181
Structural-Street Collapse,2012-07-01 00:00:00,4000.0,2012,2012-27,183
Structural-Street Collapse,2012-07-01 00:00:00,1674.0,2012,2012-27,183
Structural-Collapse,2012-07-02 00:00:00,4000.0,2012,2012-27,184
Structural-Scaffold,2012-07-02 00:00:00,230.0,2012,2012-27,184
Structural-Collapse,2012-07-05 00:00:00,1462.0,2012,2012-27,187
Structural-Street Collapse,2012-07-07 00:00:00,4000.0,2012,2012-27,189
Structural-Street Collapse,2012-07-07 00:00:00,1193.0,2012,2012-27,189
Structural-Scaffold,2012-07-11 00:00:00,500.0,2012,2012-28,193
Structural-Stability Problem,2012-07-12 00:00:00,933.0,2012,2012-28,194
Structural-Construction Accident,2012-07-13 00:00:00,93.0,2012,2012-28,195
Structural-Partial Collapse,2012-07-16 00:00:00,1073.0,2012,2012-29,198
Structural-Street Collapse,2012-07-18 00:00:00,466.0,2012,2012-29,200
Structural-Construction Accident,2012-07-21 00:00:00,79.0,2012,2012-29,203
Structural-Collapse,2012-07-25 00:00:00,2361.0,2012,2012-30,207
Structural-Scaffold,2012-07-26 20:26:20,176.0,2012,2012-30,208
Structural-Falling Debris,2012-07-31 00:00:00,317.0,2012,2012-31,213
Structural-Street Collapse,2012-08-01 00:00:00,4000.0,2012,2012-31,214
Structural-Falling Debris,2012-08-05 00:00:00,2405.0,2012,2012-32,218
Structural-Construction Accident,2012-08-07 00:00:00,101.0,2012,2012-32,220
Structural-Partial Collapse,2012-08-08 00:00:00,399.0,2012,2012-32,221
Structural-Stability Problem,2012-08-12 00:00:00,50.0,2012,2012-33,225
Structural-Undermining,2012-08-15 00:00:00,1930.0,2012,2012-33,228
Structural-Life Safety Violations,2012-08-18 00:00:00,1561.0,2012,2012-33,231
Structural-Sidewalk Shed,2012-08-20 00:00:00,424.0,2012,2012-34,233
Structural-Car Into Building,2012-08-21 00:00:00,913.0,2012,2012-34,234
Structural-Collapse,2012-08-24 00:00:00,4000.0,2012,2012-34,237
Structural-Roadway Depression,2012-08-24 20:32:38,,2012,2012-34,237
Structural-Falling Debris,2012-08-25 00:00:00,74.0,2012,2012-34,238
Structural-Scaffold,2012-08-25 00:00:00,88.0,2012,2012-34,238
Structural-Injuried Construction Worker,2012-08-29 13:58:38,,2012,2012-35,242
Structural-Car into Building,2012-09-01 00:00:00,831.0,2012,2012-35,245
Structural-Sidewalk Collapse,2012-09-04 00:00:00,1242.0,2012,2012-36,248
Structural-Retaining Wall,2012-09-08 00:00:00,1469.0,2012,2012-36,252
Structural-Car Into Building,2012-09-08 00:00:00,51.0,2012,2012-36,252
Structural-Collapse,2012-09-10 00:00:00,1457.0,2012,2012-37,254
Structural-Construction Accident,2012-09-18 00:00:00,39.0,2012,2012-38,262
Structural-Falling Debris,2012-09-18 00:00:00,4000.0,2012,2012-38,262
Structural-Vacate,2012-09-18 00:00:00,489.0,2012,2012-38,262
Structural-Unstable Building,2012-09-21 00:00:00,4000.0,2012,2012-38,265
Structural-Life Safety Violations,2012-09-24 00:00:00,193.0,2012,2012-39,268
Structural-Stability Problem,2012-09-24 00:00:00,4000.0,2012,2012-39,268
Structural-Evacuation,2012-09-26 00:00:00,1517.0,2012,2012-39,270
Structural-Vacate,2012-09-27 00:00:00,671.0,2012,2012-39,271
Structural-Collapse,2012-10-03 00:00:00,1285.0,2012,2012-40,277
Structural-Life Safety Violations,2012-10-09 00:00:00,263.0,2012,2012-41,283
Structural-Stability Problem,2012-10-12 00:00:00,291.0,2012,2012-41,286
Structural-Partial Collapse,2012-10-16 00:00:00,532.0,2012,2012-42,290
Structural-Collapse,2012-10-19 00:00:00,16.0,2012,2012-42,293
Structural-Cracks,2012-10-19 00:00:00,259.0,2012,2012-42,293
Structural-Life Safety Violations,2012-10-22 00:00:00,4000.0,2012,2012-43,296
Structural-Scaffold,2012-10-22 00:00:00,152.0,2012,2012-43,296
Structural-Confined Space,2012-10-25 00:00:00,70.0,2012,2012-43,299
Structural-Collapse,2012-10-29 00:00:00,4000.0,2012,2012-44,303
Structural-Crane,2012-10-29 00:00:00,113.0,2012,2012-44,303
Structural-Crane,2012-10-29 14:42:56,754.5,2012,2012-44,303
Structural-Collapse,2012-10-30 00:00:00,3804.0,2012,2012-44,304
Structural-Collapse,2012-10-30 00:00:00,3975.0,2012,2012-44,304
Structural-Partial Collapse,2012-10-30 00:00:00,1015.0,2012,2012-44,304
Structural-Construction Accident,2012-11-01 00:00:00,40.0,2012,2012-44,306
Structural-Life Safety Violations,2012-11-03 00:00:00,296.0,2012,2012-44,308
Structural-Evacuation,2012-11-05 00:00:00,9.0,2012,2012-45,310
Structural-Life Safety Violations,2012-11-16 00:00:00,9.0,2012,2012-46,321
Structural-Scaffold,2012-11-25 00:00:00,108.0,2012,2012-48,330
Structural-Crane,2012-11-26 00:00:00,788.0,2012,2012-48,331
Structural-Stability Problem,2012-11-29 00:00:00,4000.0,2012,2012-48,334
Structural-Scaffold,2012-12-02 00:00:00,48.0,2012,2012-49,337
Structural-Stability Problem,2012-12-04 00:00:00,102.0,2012,2012-49,339
Structural-Scaffold,2012-12-05 00:00:00,153.0,2012,2012-49,340
Structural-Truck into Building,2012-12-06 00:00:00,98.0,2012,2012-49,341
Structural-Sidewalk Shed,2012-12-12 00:00:00,154.0,2012,2012-50,347
Structural-Stability Problem,2012-12-12 00:00:00,136.0,2012,2012-50,347
Structural-Sidewalk Shed,2012-12-13 00:00:00,41.0,2012,2012-50,348
Structural-Bridge,2012-12-17 00:00:00,94.0,2012,2012-51,352
Structural-Partial Collapse,2012-12-18 00:00:00,122.0,2012,2012-51,353
Structural-Scaffold,2012-12-21 00:00:00,455.0,2012,2012-51,356
Structural-Scaffold,2012-12-21 00:00:00,420.0,2012,2012-51,356
Structural-Partial Collapse,2012-12-25 00:00:00,4000.0,2012,2012-52,360
Structural-Scaffold,2012-12-26 00:00:00,113.0,2012,2012-52,361
Structural-Sidewalk Shed,2012-12-31 00:00:00,86.0,2012,2012-53,366
Structural-Sidewalk Shed,2013-01-07 00:00:00,289.0,2013,2013-01,7
Structural-Collapse,2013-01-08 00:00:00,133.0,2013,2013-01,8
Structural-Missing Construction Plate,2013-01-08 00:00:00,50.0,2013,2013-01,8
Structural-Crane,2013-01-09 00:00:00,2748.0,2013,2013-01,9
Structural-Scaffold,2013-01-09 00:00:00,41.0,2013,2013-01,9
Structural-Construction Accident,2013-01-17 00:00:00,108.0,2013,2013-02,17
Structural-Sidewalk Shed,2013-01-24 00:00:00,91.0,2013,2013-03,24
Structural-Life Safety Violations,2013-01-29 00:00:00,117.0,2013,2013-04,29
Structural-Sidewalk Shed,2013-01-31 00:00:00,192.0,2013,2013-04,31
Structural-Sidewalk Shed,2013-01-31 00:00:00,42.0,2013,2013-04,31
Structural-Stability Problem,2013-02-01 00:00:00,4000.0,2013,2013-04,32
Structural-Life Safety Violations,2013-02-14 00:00:00,851.0,2013,2013-06,45
Structural-Scaffold,2013-02-17 00:00:00,399.0,2013,2013-07,48
Structural-Life Safety Violations,2013-02-19 00:00:00,145.0,2013,2013-07,50
Structural-Construction Accident,2013-02-20 00:00:00,49.0,2013,2013-07,51
Structural-Stability Problem,2013-02-21 00:00:00,951.0,2013,2013-07,52
Structural-Collapse,2013-02-23 00:00:00,83.0,2013,2013-07,54
Structural-Construction Accident,2013-02-23 00:00:00,38.0,2013,2013-07,54
Structural-Falling Debris,2013-02-23 00:00:00,254.0,2013,2013-07,54
Structural-Life Safety Violations,2013-02-28 00:00:00,123.0,2013,2013-08,59
Structural-Partial Collapse,2013-02-28 00:00:00,4000.0,2013,2013-08,59
Structural-Life Safety Violations,2013-03-07 00:00:00,911.0,2013,2013-09,66
Structural-Life Safety Violations,2013-03-14 00:00:00,96.0,2013,2013-10,73
Structural-Stability Problem,2013-03-16 00:00:00,65.0,2013,2013-10,75
Structural-Falling Debris,2013-03-19 00:00:00,845.0,2013,2013-11,78
Structural-Partial Collapse,2013-03-22 00:00:00,88.0,2013,2013-11,81
Structural-Structural Integrity,2013-03-29 00:00:00,182.0,2013,2013-12,88
Structural-Scaffold,2013-03-30 00:00:00,1037.0,2013,2013-12,89
Structural-Stability Problem,2013-04-02 00:00:00,112.0,2013,2013-13,92
Structural-Collapse,2013-04-04 00:00:00,4000.0,2013,2013-13,94
Structural-Construction Accident,2013-04-05 00:00:00,136.0,2013,2013-13,95
Structural-Collapse,2013-04-12 00:00:00,4000.0,2013,2013-14,102
Structural-Construction Accident,2013-04-15 00:00:00,183.0,2013,2013-15,105
Structural-Scaffold,2013-04-16 00:00:00,179.0,2013,2013-15,106
Structural-Stability Problem,2013-04-16 00:00:00,516.0,2013,2013-15,106
Structural-Partial Collapse,2013-04-22 00:00:00,1366.0,2013,2013-16,112
Structural-Confined Space,2013-04-25 00:00:00,39.0,2013,2013-16,115
Structural-Stability Problem,2013-04-29 00:00:00,149.0,2013,2013-17,119
Structural-Crane,2013-05-01 00:00:00,4000.0,2013,2013-17,121
Structural-Street Collapse,2013-05-01 00:00:00,4000.0,2013,2013-17,121
Structural-Falling Debris,2013-05-03 00:00:00,4000.0,2013,2013-17,123
Structural-Construction Accident,2013-05-06 00:00:00,99.0,2013,2013-18,126
Structural-Car VS Building,2013-05-06 00:00:00,122.0,2013,2013-18,126
Structural-Construction Accident,2013-05-09 00:00:00,35.0,2013,2013-18,129
Structural-Collapse,2013-05-09 00:00:00,187.0,2013,2013-18,129
Structural-Collapse,2013-05-10 00:00:00,4000.0,2013,2013-18,130
Structural-Trees Down on Building,2013-05-11 00:00:00,4000.0,2013,2013-18,131
Structural-Collapse,2013-05-19 00:00:00,124.0,2013,2013-20,139
Structural-Confined Space,2013-05-21 00:00:00,148.0,2013,2013-20,141
Structural-Scaffold,2013-05-21 00:00:00,152.0,2013,2013-20,141
Structural-Scaffold,2013-05-23 00:00:00,1123.0,2013,2013-20,143
Structural-Sinkhole,2013-05-24 00:00:00,113.0,2013,2013-20,144
Structural-Stability Problem,2013-05-26 00:00:00,1367.0,2013,2013-21,146
Structural-Crane,2013-05-29 00:00:00,21.0,2013,2013-21,149
Structural-Street Collapse,2013-06-03 00:00:00,2485.0,2013,2013-22,154
Structural-Bricks,2013-06-03 00:00:00,129.0,2013,2013-22,154
Structural-Street Collapse,2013-06-04 00:00:00,4000.0,2013,2013-22,155
Structural-Stability Problem,2013-06-07 00:00:00,211.0,2013,2013-22,158
Structural-Collapse,2013-06-08 00:00:00,4000.0,2013,2013-22,159
Structural-Stability Problem,2013-06-08 00:00:00,4000.0,2013,2013-22,159
Structural-Vehicle into building,2013-06-11 00:00:00,178.0,2013,2013-23,162
Structural-Collapse,2013-06-11 00:00:00,749.0,2013,2013-23,162
Structural-Stability Problem,2013-06-14 00:00:00,4000.0,2013,2013-23,165
Structural-Street Collapse,2013-06-14 00:00:00,203.0,2013,2013-23,165
Structural-Stability Problem,2013-06-20 00:00:00,168.0,2013,2013-24,171
Structural-Cracks,2013-06-21 00:00:00,1378.0,2013,2013-24,172
Structural-Scaffold,2013-06-23 00:00:00,261.0,2013,2013-25,174
Structural-Collapse,2013-06-24 00:00:00,2491.0,2013,2013-25,175
Structural-Street Collapse,2013-06-25 00:00:00,152.0,2013,2013-25,176
Structural-Partial Collapse,2013-06-26 00:00:00,84.0,2013,2013-25,177
Structural-Stability Problem,2013-07-02 00:00:00,4000.0,2013,2013-26,183
Structural-Sidewalk Shed,2013-07-04 00:00:00,120.0,2013,2013-26,185
Structural-Partial Collapse,2013-07-05 00:00:00,780.0,2013,2013-26,186
Structural-Bricks,2013-07-09 00:00:00,76.0,2013,2013-27,190
Structural-Sinkhole,2013-07-11 00:00:00,1620.0,2013,2013-27,192
Structural-Sidewalk Collapse,2013-07-24 00:00:00,4000.0,2013,2013-29,205
Structural-Construction Accident,2013-07-30 00:00:00,103.0,2013,2013-30,211
Structural-Truck with Crane Struck Overpass,2013-07-30 00:00:00,273.0,2013,2013-30,211
Structural-Car Into a Building,2013-08-05 00:00:00,1094.0,2013,2013-31,217
Structural-Overturned Excavator,2013-08-09 00:00:00,367.0,2013,2013-31,221
Structural-Roller Coaster Accident,2013-08-14 00:00:00,64.0,2013,2013-32,226
Structural-Partial Collapse,2013-08-16 00:00:00,4000.0,2013,2013-32,228
Structural-Stability Problem,2013-08-19 00:00:00,202.0,2013,2013-33,231
Structural-Life Safety Violations,2013-08-23 00:00:00,187.0,2013,2013-33,235
Structural-Sidewalk Shed,2013-08-23 00:00:00,267.0,2013,2013-33,235
Structural-Sidewalk Shed,2013-08-26 00:00:00,139.0,2013,2013-34,238
Structural-Life Safety Violations,2013-08-27 00:00:00,4000.0,2013,2013-34,239
Structural-Street Collapse,2013-08-27 00:00:00,2940.0,2013,2013-34,239
Structural-Partial Collapse,2013-08-29 00:00:00,4000.0,2013,2013-34,241
Structural-Collapse,2013-08-30 00:00:00,4000.0,2013,2013-34,242
Structural-Car Into House,2013-09-04 00:00:00,95.0,2013,2013-35,247
Structural-Scaffold,2013-09-05 00:00:00,109.0,2013,2013-35,248
Structural-Life Safety Violations,2013-09-07 00:00:00,448.0,2013,2013-35,250
Structural-Street Collapse,2013-09-09 00:00:00,111.0,2013,2013-36,252
Structural-Scaffold Collapse,2013-09-14 00:00:00,1374.0,2013,2013-36,257
Structural-Crane,2013-09-18 00:00:00,4000.0,2013,2013-37,261
Structural-Stability Problem,2013-09-19 00:00:00,327.0,2013,2013-37,262
Structural-Collapse,2013-09-27 00:00:00,4000.0,2013,2013-38,270
Structural-Collapse,2013-09-29 00:00:00,587.0,2013,2013-39,272
Structural-Construction Accident,2013-10-02 00:00:00,28.0,2013,2013-39,275
Structural-Life Safety Violations,2013-10-04 00:00:00,525.0,2013,2013-39,277
Structural-Car into a Building,2013-10-07 00:00:00,105.0,2013,2013-40,280
Structural-Sidewalk Collapse,2013-10-10 00:00:00,684.0,2013,2013-40,283
Structural-Derelict Boat,2013-10-11 00:00:00,205.0,2013,2013-40,284
Structural-Falling Debris,2013-10-15 00:00:00,249.0,2013,2013-41,288
Structural-Sink Hole,2013-10-16 00:00:00,1139.0,2013,2013-41,289
Structural-Scaffold,2013-10-31 00:00:00,146.0,2013,2013-43,304
Structural-Scaffold,2013-11-01 00:00:00,4000.0,2013,2013-43,305
Structural-Street Cave-In,2013-11-02 00:00:00,4000.0,2013,2013-43,306
Structural-Scaffold,2013-11-05 00:00:00,82.0,2013,2013-44,309
Structural-Unstable Scaffolding,2013-11-08 00:00:00,110.0,2013,2013-44,312
Structural-Construction Accident,2013-11-09 00:00:00,125.0,2013,2013-44,313
Structural-Construction Accident,2013-11-13 00:00:00,30.0,2013,2013-45,317
Structural-Construction Accident,2013-11-14 00:00:00,216.0,2013,2013-45,318
Structural-Scaffold,2013-11-15 00:00:00,117.0,2013,2013-45,319
