Creation Date,Response Time
2011-05-04 09:29:07,71.3
2011-05-07 11:29:17,167.73333333333332
2011-05-07 15:52:02,204.83333333333334
2011-05-10 08:55:20,1507.3666666666666
2011-05-10 10:58:06,36.6
2011-05-16 16:12:41,581.3666666666667
2011-05-16 20:00:12,1025.4666666666667
2011-05-18 17:06:33,73210.9
2011-05-19 14:47:32,214.43333333333334
2011-05-21 17:55:43,182.43333333333334
2011-05-22 11:37:41,22.066666666666666
2011-05-23 14:38:30,312.23333333333335
2011-05-25 15:30:31,211.2
2011-05-25 22:49:16,725.7333333333333
2011-05-27 16:10:10,342.48333333333335
2011-05-28 08:12:24,238.6
2011-05-29 06:57:32,1684.1666666666667
2011-05-30 19:41:06,130.08333333333334
2011-06-03 17:42:18,1838.7166666666667
2011-06-06 09:40:27,288.75
2011-06-08 09:28:50,1910.1666666666667
2011-06-09 17:52:37,2405.116666666667
2011-06-09 20:36:41,88.41666666666667
2011-06-09 22:16:37,32.1
2011-06-10 14:55:41,129.08333333333334
2011-06-13 10:03:55,14403.466666666667
2011-06-15 22:21:14,8067.700000000001
2011-06-17 07:50:44,132.53333333333336
2011-06-19 10:30:32,70.21666666666667
2011-06-21 12:37:34,0.0
2011-06-25 16:56:04,178.55
2011-06-30 15:55:36,173.36666666666667
2011-07-01 21:49:17,7141.166666666667
2011-07-05 15:32:04,138.23333333333332
2011-07-06 10:49:37,1438.85
2011-07-06 14:09:07,1080.4333333333334
2011-07-11 14:18:56,582.0166666666667
2011-07-12 19:04:47,96.58333333333333
2011-07-14 00:17:09,508.80000000000007
2011-07-19 09:52:38,86.78333333333333
2011-07-20 07:59:03,189.78333333333333
2011-07-20 12:28:53,117.96666666666667
2011-07-20 19:18:52,19.583333333333332
2011-08-03 17:40:51,17.533333333333335
2011-08-09 22:52:42,114.36666666666666
2011-08-14 09:28:17,1780.55
2011-08-14 12:16:40,98.18333333333334
2011-08-14 18:32:30,5756.516666666666
2011-08-14 22:37:09,3464.6666666666665
2011-08-17 11:10:51,601.75
2011-08-17 15:19:05,333.3
2011-08-18 09:06:48,1663.6
2011-08-18 12:18:46,218.1
2011-08-18 21:41:44,746.35
2011-08-19 18:54:41,3028.5
2011-08-20 17:38:04,6877.166666666667
2011-08-23 14:31:34,2263.65
2011-08-23 15:42:58,455.46666666666664
2011-08-25 11:59:30,190.71666666666667
2011-08-28 10:59:35,241.96666666666667
2011-08-28 11:53:29,499.95000000000005
2011-08-28 17:59:07,8040.666666666668
2011-08-29 07:37:16,575.1
2011-08-29 16:23:30,407.56666666666666
2011-09-07 14:59:32,2673.75
2011-09-10 20:00:00,205.8
2011-09-13 18:30:01,838.5
2011-09-15 11:15:42,1672.4833333333333
2011-09-17 11:14:54,4686.35
2011-09-20 09:42:59,1551.6833333333334
2011-09-20 14:25:50,16.283333333333335
2011-09-21 15:35:30,213.81666666666666
2011-09-21 18:37:56,7.650000000000001
2011-09-22 18:54:00,1663.0
2011-09-23 11:27:15,435.8
2011-09-23 14:53:00,4412.35
2011-09-23 16:06:41,85.93333333333334
2011-09-24 17:25:37,172.56666666666666
2011-09-25 11:10:14,4367.85
2011-09-26 13:32:12,34481.183333333334
2011-09-30 15:26:08,159.4
2011-10-05 08:53:41,182.11666666666667
2011-10-08 13:04:55,49.11666666666667
2011-10-19 09:15:09,119.4
2011-10-22 16:11:01,302.6
2011-10-23 12:46:39,0.0
2011-10-29 04:16:34,125.18333333333335
2011-10-29 12:27:48,13039.566666666668
2011-11-02 09:55:22,90.56666666666666
2011-11-02 09:55:26,2951.983333333333
2011-11-06 20:21:41,125.40000000000002
2011-11-08 14:32:57,0.0
2011-11-11 16:12:54,118.88333333333334
2011-11-19 21:04:45,66.85000000000001
2011-11-22 14:51:29,56.18333333333333
2011-11-25 14:52:44,130.58333333333334
2011-11-29 14:40:01,47.766666666666666
2011-12-03 17:11:21,124.80000000000001
2011-12-07 10:17:54,78.91666666666667
2011-12-07 14:02:52,61.48333333333334
2011-12-08 07:13:01,138.7
2011-12-16 08:01:05,1000.2666666666668
2011-12-18 18:24:48,147.01666666666668
2011-12-19 16:07:29,73.26666666666667
2011-12-22 14:41:22,82.98333333333333
2011-12-24 14:40:32,51.05
2011-12-30 03:11:25,646.65
2012-01-02 21:18:48,37.71666666666667
2012-01-11 03:26:19,140.03333333333333
2012-01-13 14:35:09,7411.966666666666
2012-01-13 17:31:17,82.71666666666667
2012-01-21 12:21:08,102.2
2012-01-25 13:41:08,281.4166666666667
2012-01-25 19:43:43,35.833333333333336
2012-01-27 13:33:05,3246.95
2012-01-30 12:40:27,356.23333333333335
2012-01-31 10:38:45,139.33333333333334
2012-02-05 16:36:51,34.516666666666666
2012-02-09 19:04:20,581.3
2012-02-10 15:41:02,118.35
2012-02-18 14:02:54,86.93333333333334
2012-02-26 13:26:23,67.66666666666667
2012-02-27 08:32:15,283.1166666666667
2012-03-02 10:50:34,44.0
2012-03-02 11:08:44,203.63333333333333
2012-03-05 17:31:52,184.63333333333333
2012-03-09 08:53:54,4546.6
2012-03-14 15:19:14,120.91666666666667
2012-03-16 00:31:59,62.60000000000001
2012-03-17 23:09:46,2159.7333333333336
2012-03-19 11:35:31,89.35
2012-03-20 21:56:16,50.56666666666667
2012-03-22 08:03:16,542.2333333333333
2012-03-24 17:47:30,116.2
2012-03-25 17:40:57,118.11666666666666
2012-03-30 15:55:48,84.75
2012-04-03 10:24:04,1463.8666666666666
2012-04-03 11:12:57,3562.766666666667
2012-04-03 14:40:55,107.3
2012-04-03 19:24:39,2460.983333333333
2012-04-04 15:41:05,7570.733333333334
2012-04-12 11:27:55,48.38333333333333
2012-04-13 19:29:09,80.03333333333333
2012-04-17 03:19:29,0.0
2012-04-18 11:52:28,163.95
2012-04-19 16:34:10,103.88333333333334
2012-04-26 09:17:59,89.83333333333333
2012-05-04 16:29:04,6129.583333333333
2012-05-05 08:53:08,17554.683333333334
2012-05-05 11:26:02,352.4166666666667
2012-05-13 11:45:03,67.01666666666668
2012-05-21 11:20:58,94.36666666666666
2012-05-21 11:29:32,34.2
2012-05-24 19:04:33,127.43333333333335
2012-05-24 20:50:53,529.0166666666668
2012-05-31 13:13:29,144.63333333333333
2012-05-31 14:08:14,40.55
2012-06-02 12:11:31,0.0
2012-06-07 11:24:00,592.9
2012-06-07 17:00:41,848.55
2012-06-08 20:17:55,105.05
2012-06-14 12:44:52,23.683333333333334
2012-06-19 13:47:37,291.71666666666664
2012-06-22 20:17:25,56.45
2012-06-26 13:46:38,106.26666666666667
2012-06-27 11:42:23,567.7166666666667
2012-06-28 14:17:59,0.0
2012-06-28 20:45:55,47.35
2012-06-29 11:54:55,156.48333333333332
2012-07-01 08:53:18,1674.8666666666666
2012-07-02 01:24:37,42370.45
2012-07-02 11:07:05,230.0
2012-07-05 09:13:55,1462.1666666666667
2012-07-07 09:52:52,1193.65
2012-07-07 22:24:52,6521.866666666667
2012-07-11 10:34:37,500.1333333333334
2012-07-12 01:21:35,933.0666666666667
2012-07-13 14:03:21,93.7
2012-07-16 03:27:17,1073.2666666666669
2012-07-18 14:16:00,466.3333333333333
2012-07-21 19:33:29,79.78333333333333
2012-07-25 17:02:17,2361.7166666666667
2012-07-26 20:26:20,0.0
2012-07-31 16:28:21,317.55
2012-08-01 17:03:14,6885.633333333333
2012-08-05 20:06:34,2405.8166666666666
2012-08-07 19:00:22,101.3
2012-08-08 11:31:14,399.6666666666667
2012-08-12 17:58:44,50.916666666666664
2012-08-15 09:18:31,1930.3333333333333
2012-08-18 15:21:21,1561.0666666666666
2012-08-20 13:46:19,424.1666666666667
2012-08-21 17:43:42,913.25
2012-08-24 12:50:17,4587.6
2012-08-24 20:32:38,0.0
2012-08-25 13:12:35,88.81666666666666
2012-08-25 15:25:58,74.48333333333333
2012-08-29 13:58:38,0.0
2012-09-01 00:35:40,831.8333333333334
2012-09-04 18:09:35,1242.8833333333334
2012-09-08 12:34:54,1469.6166666666666
2012-09-08 17:42:53,51.05
2012-09-10 09:24:40,1457.8833333333334
2012-09-18 13:14:28,489.8833333333334
2012-09-18 13:22:11,39.1
2012-09-18 18:57:31,7174.033333333334
2012-09-21 09:26:09,29314.7
2012-09-24 15:52:30,40021.45
2012-09-24 20:12:22,193.86666666666667
2012-09-26 13:17:17,1517.2666666666667
2012-09-27 12:55:57,671.8
2012-10-03 14:50:28,1285.7333333333333
2012-10-09 18:45:31,263.68333333333334
2012-10-12 13:32:53,291.93333333333334
2012-10-16 17:50:08,532.4166666666667
2012-10-19 13:10:48,259.2666666666667
2012-10-19 14:23:36,16.76666666666667
2012-10-22 14:53:34,152.68333333333334
2012-10-22 16:24:36,81693.06666666667
2012-10-25 11:54:41,70.05
2012-10-29 14:42:56,0.0
2012-10-29 18:44:03,4927.833333333333
2012-10-29 22:03:03,113.15
2012-10-30 01:01:23,3804.8333333333335
2012-10-30 10:12:05,3975.0500000000006
2012-10-30 12:16:46,1015.4500000000002
2012-11-01 12:02:19,40.983333333333334
2012-11-03 20:14:22,296.0833333333333
2012-11-05 13:04:25,9.6
2012-11-16 18:55:36,9.3
2012-11-25 08:20:59,108.63333333333334
2012-11-26 08:51:51,788.4
2012-11-29 17:09:34,25703.033333333333
2012-12-02 10:45:47,48.56666666666667
2012-12-04 12:53:45,102.03333333333333
2012-12-05 18:35:11,153.06666666666666
2012-12-06 15:28:06,98.03333333333333
2012-12-12 09:10:55,136.68333333333334
2012-12-12 17:29:11,154.8
