Creation Date,Response Time
2011-05-06 09:22:28,42.56666666666667
2011-05-06 16:19:59,67.11666666666667
2011-05-08 22:57:10,
2011-05-11 22:26:55,79.51666666666667
2011-05-12 20:42:55,74.45
2011-05-14 22:34:33,23.466666666666665
2011-05-18 14:18:23,35.016666666666666
2011-05-24 15:44:34,133.95000000000002
2011-06-06 13:14:25,77.53333333333333
2011-06-14 08:32:06,100.98333333333333
2011-07-26 09:12:31,14.55
2011-07-28 18:47:08,73.95
2011-08-01 08:38:12,88.16666666666667
2011-08-02 22:23:00,26.566666666666666
2011-08-05 11:03:21,38.13333333333333
2011-08-11 19:22:22,25.316666666666666
2011-08-23 16:21:32,47.43333333333333
2011-08-29 17:29:25,50.21666666666667
2011-08-30 18:36:57,74.88333333333334
2011-09-01 01:17:49,38.93333333333333
2011-09-01 10:55:29,77.11666666666666
2011-09-02 10:26:27,11.116666666666667
2011-09-07 21:18:28,16.000000000000004
2011-09-09 21:10:19,45.733333333333334
2011-09-11 00:48:54,83.55
2011-09-16 19:58:07,67.26666666666668
2011-09-19 09:20:07,67.55000000000001
2011-09-19 15:57:27,99723.4
2011-09-20 09:26:49,39.31666666666667
2011-09-21 15:55:20,7.666666666666668
2011-09-23 06:26:23,30.51666666666667
2011-09-26 18:40:44,55.9
2011-09-27 11:48:00,115.5
2011-10-04 11:49:29,36.31666666666667
2011-10-10 12:27:24,52.81666666666667
2011-10-21 16:21:55,51.166666666666664
2011-10-22 06:41:35,184.08333333333334
2011-10-26 10:00:11,166.68333333333334
2011-11-01 16:34:18,214.01666666666668
2011-11-02 23:30:13,47.28333333333333
2011-11-03 13:10:36,32.28333333333334
2011-11-05 14:43:46,42.8
2011-11-06 11:54:59,40.9
2011-11-06 13:44:30,67.63333333333334
2011-11-07 21:07:42,42.583333333333336
2011-11-08 10:41:50,70.93333333333334
2011-11-15 09:06:06,69.26666666666667
2011-11-22 14:24:12,42.733333333333334
2011-11-27 21:09:05,48.28333333333333
2011-11-28 07:36:23,20.983333333333334
2011-11-28 14:47:00,52.43333333333333
2011-11-29 14:56:47,
2011-11-30 09:55:33,46.68333333333333
2011-12-02 10:20:08,146.31666666666666
2011-12-02 10:27:49,31.650000000000002
2011-12-04 11:06:53,35.46666666666667
2011-12-04 13:46:49,45.36666666666667
2011-12-08 16:57:00,46.0
2011-12-14 11:16:25,85.36666666666666
2011-12-14 12:29:47,124.23333333333335
2011-12-16 10:48:33,55.233333333333334
2011-12-18 00:05:25,21.416666666666668
2011-12-19 09:04:30,108.58333333333333
2011-12-31 10:58:26,31.083333333333336
2012-01-05 15:07:22,27.15
2012-01-12 17:15:29,31.16666666666667
2012-01-25 11:55:45,70.56666666666666
2012-01-25 18:38:14,56.13333333333333
2012-01-30 07:47:50,45.18333333333333
2012-02-02 10:13:54,163.95
2012-02-09 15:27:18,133.16666666666669
2012-02-10 13:06:58,106.36666666666666
2012-02-13 09:18:12,68.38333333333334
2012-02-17 21:07:25,91.66666666666667
2012-02-18 14:27:29,142.45
2012-03-01 16:05:40,19.216666666666665
2012-03-06 14:04:38,66.66666666666667
2012-03-07 19:14:58,44.36666666666667
2012-03-21 21:04:57,47.3
2012-03-23 15:30:55,60.71666666666667
2012-03-27 19:56:25,
2012-03-30 08:10:15,45.233333333333334
2012-04-07 22:01:46,73.78333333333333
2012-04-08 16:10:40,3.5833333333333335
2012-04-10 10:29:42,20.983333333333334
2012-04-12 11:23:43,65.23333333333333
2012-04-17 19:11:47,11.583333333333334
2012-04-19 16:49:47,32.483333333333334
2012-04-20 11:37:45,57.45
2012-04-28 18:36:12,55.85
2012-04-30 14:34:10,225.21666666666667
2012-04-30 15:12:47,150.58333333333334
2012-04-30 15:51:33,64.28333333333335
2012-04-30 16:00:01,224.75
2012-04-30 18:33:57,91.2
2012-05-01 12:53:39,99.21666666666667
2012-05-07 15:50:31,13.533333333333333
2012-05-14 15:09:10,56.15
2012-05-15 16:53:14,44.68333333333333
2012-05-18 11:29:48,54.25
2012-05-19 12:48:32,307.05
2012-05-30 14:20:37,638.4833333333333
2012-06-05 09:23:01,107.85
2012-06-17 12:23:21,45.766666666666666
2012-06-19 19:07:36,129.41666666666669
2012-07-01 12:51:55,27.716666666666665
2012-07-04 10:17:48,28.566666666666666
2012-07-05 18:38:46,66.46666666666667
2012-07-06 16:48:51,55.333333333333336
2012-07-12 10:34:53,42.983333333333334
2012-07-12 17:09:31,104.78333333333333
2012-07-15 15:20:03,34.083333333333336
2012-07-17 20:16:53,59.1
2012-07-25 22:32:09,15.416666666666668
2012-08-01 13:02:49,40.483333333333334
2012-08-02 23:00:26,53.96666666666667
2012-08-07 01:38:48,71.5
2012-08-14 09:56:27,47.333333333333336
2012-08-18 17:12:13,35.95
2012-08-20 08:57:43,38.61666666666667
2012-08-21 00:28:27,48.15
2012-08-21 09:36:36,18.45
2012-08-22 08:29:41,48.416666666666664
2012-08-28 10:33:41,39.53333333333333
2012-09-02 15:30:44,52.8
2012-09-05 02:33:48,42.2
2012-09-05 10:15:15,22.316666666666666
2012-09-05 19:25:50,137.31666666666666
2012-09-06 12:14:14,39.4
2012-09-06 18:36:39,25.433333333333334
2012-09-12 13:00:07,76.86666666666666
2012-09-15 11:26:01,34.75
2012-09-18 11:25:36,51.483333333333334
2012-09-20 11:37:44,39.2
2012-09-23 16:01:19,92.38333333333334
2012-09-27 09:44:55,49.63333333333333
2012-10-11 15:27:49,55.21666666666667
2012-10-17 16:07:35,123.78333333333335
2012-10-18 01:20:05,52.88333333333333
2012-10-18 11:36:27,32.56666666666667
2012-10-19 23:47:57,74.6
2012-10-20 13:50:17,44.68333333333333
2012-10-21 21:55:33,54.1
2012-10-23 16:23:59,0.0
2012-10-27 20:15:38,87.08333333333333
2012-10-28 11:34:35,66.58333333333334
2012-10-28 14:43:12,47.78333333333333
